IATA,City,Latitude,Longitude
BQK,Brunswick,31.2588,-81.4665
BQL,Boulia,-22.9133,139.9
BQN,Aguadilla,18.494861,-67.129444
BQS,Blagoveschensk,50.425394,127.412478
BQT,Brest,52.06,23.53
BQU,Bequia,12.988444,-61.262033
BRA,Barreiras,-12.083333,-45
BRC,San Carlos De Bariloche,-41.151172,-71.157542
BRD,Brainerd,46.398308,-94.138078
BRE,Bremen,53.0475,8.786667
BRI,Bari,41.138856,16.760594
BRK,Bourke,-30.0392,145.952
BRL,Burlington,40.7832,-91.1255
BRM,Barquisimeto,10.042747,-69.358619
BRN,Bern,46.9141,7.497153
BRO,Brownsville,25.906833,-97.425861
BRQ,Brno,49.151269,16.694433
BRR,Barra,57.0228,-7.44306
BRS,Bristol,51.382669,-2.719089
BRT,Bathurst Island,-11.769167,130.619722
BRU,Brussels,50.901389,4.484444
BRV,Bremerhaven,53.507081,8.572878
BRW,Barrow,71.285446,-156.766003
BRX,Barahona,18.251464,-71.1204
BSA,Bosaso,11.2753,49.1494
BSB,Brasilia,-15.8711,-47.918625
BSC,Bahia Solano,6.202917,-77.394675
BSD,Baoshan,25.053333,99.168333
BSF,Bradshaw Field,19.760056,-155.553717
BSG,Bata,1.905469,9.805681
BSJ,Bairnsdale,-37.8875,147.567778
BSK,Biskra,34.793289,5.738231
BSL,Basel,47.59,7.529167
BSO,Basco,20.451322,121.979883
BSR,Basrah,30.549069,47.662142
BST,Lashkar Gah,31.558889,64.364167
BSU,Basankusu,1.22472,19.7889
BSX,Pathein,16.815233,94.779911
BTE,Bonthe,7.53242,-12.5189
BTH,Batam,1.121028,104.118753
BTI,Barter Island,70.133989,-143.581867
BTJ,Banda Aceh,5.523522,95.420372
BTK,Bratsk,56.370556,101.698331
BTM,Butte,45.954806,-112.497472
BTO,Botopasi,4.233333,-55.45
BTR,Baton Rouge,30.533167,-91.149639
BTS,Bratislava,48.170167,17.212667
BTT,Bettles,66.913944,-151.529056
BTU,Bintulu,3.12385,113.020472
BTV,Burlington,44.471861,-73.153278
BTZ,Bursa,40.2332993,29.0091991
BUA,Buka Island,-5.42232,154.673
BUC,Burketown,-17.7486,139.534
BUD,Budapest,47.436933,19.255592
BUF,Buffalo,42.940525,-78.732167
BUG,Benguela,-12.609025,13.403711
BUH,Buchloe,48.0411,10.715
BUI,Bokondini-Papua Island,-3.58365,138.533
BUN,Buenaventura,3.819628,-76.989767
BUO,Burao,9.517,45.567
BUQ,Bulawayo,-20.017431,28.617869
BUR,Burbank,34.200667,-118.358667
BUS,Batumi,41.610278,41.599694
BUU,Burlington,42.6907171,-88.3046825
BUX,Bunia,1.565719,30.220833
BUY,Burlington,36.0485433,-79.4748892
BUZ,Bushehr,28.944811,50.834637
BVA,Beauvais,49.454444,2.112778
BVB,Boa Vista,2.846311,-60.690069
BVC,Boa Vista,16.136531,-22.888897
BVE,Brive,45.150833,1.469167
BVG,Berlevag,70.866667,29
BVH,Vilhena,-12.694375,-60.098269
BVI,Birdsville,-25.8975,139.348
BVS,Breves,-1.681944,-50.48
BVV,Iturup Island,44.92,147.621667
BVY,Beverly,42.584141,-70.9161444
BWA,Bhairawa,27.505703,83.41625
BWB,Barrow Island,-20.798,115.406
BWD,Brownwood,31.7936111,-98.9565
BWE,Braunschweig,52.319167,10.556111
BWF,Barrow Island,54.131167,-3.263667
BWG,Bowling Green,36.9645278,-86.4196667
BWI,Baltimore,39.175361,-76.668333
BWK,Brac,43.285719,16.679719
BWN,Bandar Seri Begawan,4.9442,114.928353
BWO,Balakovo,51.8583,47.7456
BWT,Burnie,-40.9989,145.731
BWU,Sydney,-33.924444,150.988333
BXB,Babo,-2.532242,133.438894
BXE,Bakel,14.847256,-12.468264
BXH,Balkhash,46.8933,75.005
BXK,Buckeye,33.420417,-112.68618
BXN,Bodrum,37.140144,27.669717
BXO,Buochs,46.9725,8.398611
BXR,Bam,29.084169,58.450042
BXS,Borrego Springs,33.2590278,-116.3209722
BXU,Butuan,8.951322,125.477972
BXX,Boorama,9.933,43.15
BYC,Yacuiba,-21.960925,-63.651669
BYH,Blytheville,35.964347,-89.943956
BYK,Bouake,7.7388,-5.073667
BYM,Bayamo,20.396331,-76.621494
BYN,Bayankhongor,46.1633,100.704
BYO,Bointo,-21.247222,-56.4525
BYS,Fort Irwin,35.280531,-116.630031
BYT,Bantry,51.668598,-9.48417
BYU,Bayreuth,49.984428,11.638569
BYW,Blakely Island,48.56025,-122.80243
BZA,Bonanza,14.041667,-84.630556
BZB,Bazaruto Island,-21.542778,35.473056
BZE,Belize City,17.539144,-88.308203
BZG,Bydgoszcz,53.0968,17.9777
BZI,Balikesir,39.619258,27.925958
BZK,Bryansk,53.214194,34.176447
BZL,Barisal,22.801,90.3012
BZN,Bozeman,45.777643,-111.160151
BZO,Bolzano,46.460194,11.326383
BZR,Beziers,43.323522,3.353903
BZV,Brazzaville,-4.2517,15.253031
BZY,Strymba,47.8381,27.7815
BZZ,Brize Norton,51.749964,-1.583617
C02,Lake Geneva,42.6149167,-88.3895833
C16,Urbana,40.144979,-88.200197
C23,Peleliu,6.998333,134.232778
C47,Portage,43.5603136,-89.4828607
C65,Plymouth,41.3651307,-86.3002574
C89,Sturtevant,42.70325,-87.9589722
C91,Dowagiac,41.9929342,-86.1280125
CAB,Cabinda,-5.596992,12.188353
CAC,Cascavel,-25.000339,-53.500764
CAE,Columbia,33.938833,-81.119528
CAF,Carauari,-4.871389,-66.8975
CAG,Cagliari,39.251469,9.054283
CAH,Ca Mau,9.188049,105.174721
CAI,Cairo,30.121944,31.405556
CAJ,Canaima,6.231989,-62.854433
CAK,Akron,40.9160833,-81.4421944
CAL,Campbeltown,55.4372,-5.68639
CAN,Guangzhou,23.392436,113.298786
CAP,Cap Haitien,19.732989,-72.194739
CAQ,Caucasia,7.968333,-75.198333
CAR,Caribou,46.8715,-68.017917
CAT,Cat Island,24.315292,-75.452331
CAU,Caruaru,-8.28239,-36.0135
CAW,Campos,-21.698333,-41.301669
CAX,Carlisle,54.9375,-2.809167
CAY,Cayenne,4.819808,-52.360447
CAZ,Cobar,-31.5383,145.794
CBB,Cochabamba,-17.421058,-66.177114
CBE,Cumberland,39.615278,-78.760556
CBG,Cambridge,52.205,0.175
CBH,BÃ©char,31.6457,-2.26986
CBL,Ciudad Bolivar,8.121898,-63.537353
CBM,Colombus,33.643833,-88.443833
CBN,Cirebon,-6.756144,108.539672
CBO,Cotabato,7.165242,124.209619
CBQ,Calabar,4.976019,8.347197
CBR,Canberra,-35.306944,149.195
CBT,Catumbela,-12.4792,13.4869
CBV,Coban,15.468958,-90.406742
CCC,Cayo Coco,22.5132,-78.511
CCF,Carcassonne,43.215978,2.306317
CCH,Chile Chico,-46.583341,-71.687405
CCI,Concordia,-27.180556,-52.052778
CCJ,Calicut,11.136839,75.9553
CCK,Cocos Keeling Island,-12.1883,96.8339
CCL,Chinchilla,-26.769444,150.616667
CCM,Criciuma,-28.725817,-49.424739
CCN,Chaghcharan,34.526667,65.271667
CCO,Newnan,33.3115656,-84.7697554
CCP,Concepcion,-36.77265,-73.063106
CCR,Concord,37.9896667,-122.0568889
CCS,Caracas,10.603117,-66.990583
CCU,Kolkata,22.654739,88.446722
CCV,Craig Cove,-16.265,167.924
CCZ,Chub Cay,25.417108,-77.88085
CDA,Cooinda,-12.9033,132.532
CDB,Cold Bay,55.206061,-162.725436
CDC,Cedar City,37.700967,-113.098847
CDG,Paris,49.012779,2.55
CDI,Cambridge,39.9750278,-81.5775833
CDJ,Conceicao Do Araguaia,-8.348347,-49.301528
CDK,Cedar Key,29.1342222,-83.0504722
CDN,Camden,34.2835833,-80.5648611
CDP,Cuddapah,14.509961,78.772833
CDR,Chadron,42.8375,-103.095556
CDS,Childress,34.433781,-100.287992
CDU,Camden,-34.040278,150.687222
CDV,Cordova,60.491778,-145.477556
CDW,Caldwell,40.8752222,-74.2813611
CEB,Cebu,10.307542,123.979439
CEC,Crescent City,41.7802,-124.237
CED,Ceduna,-32.1306,133.71
CEE,Cherepovets,59.2736,38.0158
CEF,Chicopee Falls,42.194014,-72.534783
CEG,Hawarden,53.178056,-2.977778
CEI,Chiang Rai,19.952342,99.882928
CEJ,Chernigov,51.24,31.09
CEK,Chelyabinsk,55.305836,61.503333
CEM,Central,65.573889,-144.780833
CEN,Ciudad Obregon,27.392639,-109.833111
CEQ,Cannes,43.54205,6.953478
CER,Cherbourg,49.650106,-1.470281
CES,Cessnock,-32.7875,151.342
CET,Cholet,47.082136,-0.877064
CEU,Clemson,34.6722222,-82.8858889
CEW,Crestview,30.778833,-86.522111
CEZ,Cortez,37.303,-108.628056
CFB,Cabo Frio,-22.921667,-42.074167
CFC,Cacador,-26.788333,-50.939722
CFD,Bryan,30.715694,-96.331361
CFE,Clermont-Ferrand,45.786661,3.169169
CFG,Cienfuegos,22.15,-80.414167
CFN,Dongloe,55.044192,-8.341
CFO,Confresa,-10.633611,-51.567222
CFR,Caen,49.173333,-0.45
CFS,Coff's Harbour,-30.320556,153.116389
CFU,Kerkyra/corfu,39.601944,19.911667
CFX,Cafayate,-26.06245,-65.932095
CGA,Craig,55.478889,-133.147778
CGB,Cuiaba,-15.652931,-56.116719
CGC,Crystal River,28.8676111,-82.5741111
CGD,Changde,28.9189,111.64
CGF,Richmond Heights,41.565124,-81.4863555
CGH,Sao Paulo,-23.626692,-46.655375
CGI,Cape Girardeau,37.2253,-89.5708
CGK,Jakarta,-6.125567,106.655897
CGM,Camiguin,9.25352,124.707
CGN,Cologne,50.865917,7.142744
CGO,Zhengzhou,34.519672,113.840889
CGP,Chittagong,22.249611,91.813286
CGQ,Changchun,43.5412,125.1201
CGR,Campo Grande,-20.468667,-54.6725
CGU,Ciudad Guayana,8.288527,-62.760361
CGX,Chicago,41.860278,-87.609722
CGY,Ladag,8.415619,124.611219
CGZ,Casa Grande,32.954889,-111.766832
CHA,Chattanooga,35.035278,-85.203808
CHC,Christchurch,-43.489358,172.532225
CHE,Caherciveen,51.933334,-10.233333
CHG,Chaoyang,41.5381,120.435
CHH,Chachapoyas,-6.201806,-77.856064
CHI,Chicago,41.883611,-87.631667
CHM,Chimbote,-9.149614,-78.52385
CHO,Charlottesville VA,38.138639,-78.452861
CHQ,Chania,35.531747,24.149678
CHR,Chateauroux,46.862194,1.730667
CHS,Charleston,32.898647,-80.040528
CHT,Chatham Island,-43.81,-176.457222
CHU,Chuathbaluk,61.579167,-159.215556
CHX,Changuinola,9.458636,-82.516806
CHY,Choiseul Bay,-6.711944,156.396111
CIA,Rome,41.799361,12.594936
CIC,Chico,39.795383,-121.858422
CID,Cedar Rapids,41.884694,-91.710806
CIF,Chifeng,42.235,118.908
CIH,Changzhi,36.2475,113.126
CIJ,Cobija,-11.040436,-68.782972
CIK,Chalkyitsik,66.645,-143.74
CIL,Council,64.897778,-163.703333
CIO,Timisoara,45.471009,21.111967
CIP,Chipata,-13.5583,32.5872
CIS,Canton Island,-2.768122,-171.710394
CIT,Chimkent,42.364167,69.478889
CIU,Sault Ste Marie,46.2508,-84.4724
CIW,Canouan Island,12.699042,-61.342431
CIX,Chiclayo,-6.787475,-79.828097
CIY,Comiso,37,14.6144
CIZ,Coari,-4.085,-63.140833
CJA,Cajamarca,-7.139183,-78.4894
CJB,Coimbatore,11.030031,77.043383
CJC,Calama,-22.498175,-68.903575
CJJ,Chongju,36.7166,127.499119
CJL,Chitral,35.886592,71.800578
CJM,Chumphon,10.7112,99.361706
CJS,Ciudad Juarez,31.636133,-106.428667
CJU,Cheju,33.511306,126.493028
CKB,Clarksburg,39.2966,-80.2281
CKC,Cherkassy,49.416666,32.1333
CKD,Crooked Creek,61.867778,-158.135
CKF,Cordele,31.9888333,-83.7739167
CKG,Chongqing,29.719217,106.641678
CKH,Chokurdah,70.6231,147.902
CKL,Shchyolkovo,55.878333,38.061667
CKS,Parauapebas,-6.11781,-50.0035
CKV,Clarksville,36.621944,-87.415
CKY,Conakry,9.576889,-13.611961
CKZ,Canakkale,40.137722,26.426777
CLC,Clear Lake City,29.5569,-95.137497
CLD,Carlsbad,33.0742,-117.1648
CLE,Cleveland,41.411689,-81.849794
CLJ,Cluj-napoca,46.785167,23.686167
CLL,College Station,30.588583,-96.363833
CLM,Port Angeles,48.1202,-123.5
CLN,Carolina,-7.320444,-47.458667
CLO,Cali,3.543222,-76.381583
CLQ,Colima,19.277011,-103.577397
CLS,Chehalis,46.4062,-122.5897
CLT,Charlotte,35.214,-80.943139
CLV,Caldas Novas,-17.7267,-48.6114
CLW,Clearwater,27.9764722,-82.7586667
CLY,Calvi,42.530753,8.793189
CMA,Cunnamulla,-28.03,145.622
CMB,Colombo,7.180756,79.884117
CME,Ciudad Del Carmen,18.653739,-91.799017
CMF,Chambery,45.63805,5.880225
CMG,Corumba,-19.011931,-57.673053
CMH,Columbus,39.997972,-82.891889
CMI,Champaign,40.03925,-88.278056
CMJ,Cimei,23.266667,119.666667
CMK,Club Makokola,-14.3069,35.1325
CMN,Casablanca,33.367467,-7.589967
CMP,Santana do Araguaia,-9.505,-50.625
CMR,Colmar,48.109853,7.359011
CMU,Kundiawa,-6.02429,144.971
CMW,Camaguey,21.420428,-77.847433
CMX,Hancock,47.1684,-88.4891
CNB,Coonamble,-30.9833,148.376
CNC,Coconut Island,-10.05,143.07
CND,Constanta,44.362222,28.488333
CNF,Belo Horizonte,-19.63375,-43.968856
CNG,Cognac,45.658333,-0.3175
CNI,Changhai,39.266389,122.666944
CNJ,Cloncurry,-20.6686,140.504
CNL,Sindal,57.503525,10.229372
CNM,Carlsbad,32.337472,-104.263278
CNN,Neryungri,56.9139,124.914
CNP,Neerlerit Inaat,70.7433,-22.6606
CNQ,Corrientes,-27.445503,-58.761864
CNS,Cairns,-16.885833,145.755278
CNW,Waco,31.637831,-97.074139
CNX,Chiang Mai,18.766847,98.962644
CNY,Moab,38.755,-109.754722
COC,Concordia,-31.296944,-57.996631
COD,Cody,44.520194,-109.023806
COE,Coeur d'Alene,47.7743056,-116.8195833
COF,Coco Beach,28.234922,-80.610125
COG,Condoto,5.071667,-76.676389
COH,Cooch-behar,26.330508,89.467203
COI,Cocoa,28.3416111,-80.6854722
COJ,Coonabarabran,-31.337221,149.27194
COK,Kochi,10.155556,76.391389
COL,Coll,56.633333,-6.557222
CON,Concord NH,43.20267,-71.50233
COO,Cotonou,6.357228,2.384353
COQ,Choibalsan,48.1357,114.646
COR,Cordoba,-31.323619,-64.207953
COS,Colorado Springs,38.805805,-104.700778
COT,Cotulla,28.456694,-99.220294
COU,Columbia,38.818094,-92.219631
COX,Andros,24.158933,-77.589758
COZ,Constanza,18.907626,-70.719852
CPA,Greenville,4.37902,-7.69695
CPB,Capurgana,8.616667,-77.333333
CPC,San Martin Des Andes,-40.075383,-71.137294
CPD,Coober Pedy,-29.04,134.721
CPE,Campeche,19.816794,-90.500314
CPH,Copenhagen,55.617917,12.655972
CPO,Copiapo,-27,-70
CPQ,Campinas,-22.8592,-47.1082
CPR,Casper,42.908,-106.464417
CPS,East St. Louis,38.5707244,-90.1562211
CPT,Cape Town,-33.964806,18.601667
CPV,Campina Grande,-7.269917,-35.896364
CPX,Culebra Island,18.3127,-65.3034
CQD,Shahre Kord,32.2972,50.8422
CQF,Calais,50.962097,1.954764
CQM,Ciudad Real,38.856389,-3.97
CRA,Craiova,44.318139,23.888611
CRC,Cartago,4.758181,-75.955753
CRD,Comodoro Rivadavia,-45.785347,-67.465508
CRE,North Myrtle Beach,33.81175,-78.7239444
CRI,Colonel Hill,22.745561,-74.182353
CRK,Angeles City,15.185833,120.560278
CRL,Charleroi,50.459197,4.453817
CRM,Catarman,12.502417,124.635778
CRP,Corpus Christi,27.770361,-97.501222
CRQ,Caravelas,-17.652283,-39.253069
CRU,Carriacou Island,12.4761,-61.4728
CRV,Crotone,38.997225,17.080169
CRW,Charleston,38.373147,-81.593189
CRZ,Turkmenabat,39.083333,63.602222
CSA,Colonsay,56.0575,-6.243056
CSB,Caransebes,45.42,22.253333
CSC,Guapiles,10.414,-85.0917
CSF,Creil,49.253547,2.519139
CSG,Columbus,32.5163333,-84.9388611
CSH,Solovetsky Islands,65.03,35.7333
CSK,Cap Skiring,12.4102,-16.746125
CSO,Cochstedt,51.855833,11.418333
CSX,Changcha,28.189158,113.219633
CSY,Cheboksary,56.0903,47.3473
CTA,Catania,37.466781,15.0664
CTB,Cutbank,48.608353,-112.376144
CTC,Catamarca,-28.593214,-65.750925
CTD,ChitrÃ©,7.98784,-80.4097
CTG,Cartagena,10.442381,-75.512961
CTH,Coatesville,39.9789,-75.8654
CTJ,Carrollton,33.6316964,-85.1522641
CTL,Charlieville,-26.413334,146.2625
CTM,Chetumal,18.504667,-88.326847
CTN,Cooktown,-15.4447,145.184
CTS,Sapporo,42.7752,141.692283
CTT,Le Castellet,43.252506,5.785189
CTU,Chengdu,30.578528,103.947086
CTY,Cross City,29.6355278,-83.10475
CUA,Ciudad ConstituciÃ_n,25.0538,-111.615
CUC,Cucuta,7.927567,-72.511547
CUE,Cuenca,-2.889467,-78.984397
CUF,Cuneo,44.547019,7.623217
CUK,Caye Caulker,17.7347,-88.0325
CUL,Culiacan,24.764547,-107.474717
CUM,Cumana,10.450333,-64.130472
CUN,Cancun,21.036528,-86.877083
CUP,Carupano,10.660014,-63.261681
CUQ,Coen,-13.7608,143.114
CUR,Willemstad,12.188853,-68.959803
CUU,Chihuahua,28.702875,-105.964567
CUZ,Cuzco,-13.535722,-71.938781
CVF,Courcheval,45.3967,6.63472
CVG,Cincinnati,39.048836,-84.667822
CVI,Caleta Olivia,-46.4333,-67.5333
CVJ,Cuernavaca,18.834764,-99.2613
CVM,Ciudad Victoria,23.703336,-98.956486
CVN,Clovis,34.425139,-103.079278
CVO,Corvallis,44.5067,-123.2915
CVQ,Carnarvon,-24.8806,113.672
CVS,Clovis,34.382775,-103.322147
CVT,Coventry,52.369722,-1.479722
CVU,Corvo,39.6715,-31.1136
CVX,Charelvoix,45.3047778,-85.2753333
CWA,Wassau,44.772726,-89.646635
CWB,Curitiba,-25.528475,-49.175775
CWC,Chernovtsk,48.259322,25.980831
CWI,Clinton,41.83075,-90.3289722
CWL,Cardiff,51.396667,-3.343333
CWT,Chatsworth,34.256944,-118.598889
CXB,Cox's Bazar,21.452194,91.963889
CXF,Coldfoot,67.251389,-150.176111
CXH,Vancouver,49.289722,-123.115833
CXI,Kiritimati,1.986161,-157.349778
CXJ,Caxias Do Sul,-29.197064,-51.187536
CXL,Calexico,32.669502,-115.51333
CXO,Conroe,30.351833,-95.414467
CXP,Cilacap,-7.645056,109.033911
CXR,Nha Trang,11.998153,109.219372
CXY,Harrisburg,40.2171389,-76.8513611
CYB,Cayman Barac,19.686981,-79.882789
CYC,Caye Chapel,17.683611,-88.045
CYF,Chefornak,60.149167,-164.285556
CYI,Chiayi,23.461779,120.39283
CYM,Sitka,57.515,-134.946111
CYO,Cayo Largo del Sur,21.616453,-81.545989
CYP,Calbayog City,12.072706,124.545092
CYR,Colonia,-34.4564,-57.7706
CYS,Cheyenne,41.155722,-104.811839
CYT,Yakataga,60.081901,-142.493611
CYU,Cuyo,10.8581,121.069
CYW,Celaya,20.545994,-100.88655
CYX,Cherskiy,68.7406,161.338
CYZ,Cauayan,16.929861,121.753036
CZE,Coro,11.414867,-69.681656
CZF,Cape Romanzof,61.780297,-166.038747
CZG,Endicott,42.0471,-76.0578
CZH,Corozal,18.3822,-88.4119
CZL,Constantine,36.276028,6.620386
CZM,Cozumel,20.522403,-86.925644
CZN,Chisana,62.071111,-142.048333
CZS,Cruzeiro do Sul,-7.599906,-72.769489
CZU,Corozal,9.332742,-75.285594
CZW,RUDNIKI,50.884722,19.202222
CZX,Changzhou,31.941667,119.711667
_˜___£,Tamchy,42.3527,76.4278
DAB,Daytona Beach,29.179917,-81.058056
DAC,Dhaka,23.843333,90.397781
DAD,Danang,16.043917,108.19937
DAL,Dallas,32.847111,-96.851778
DAM,Damascus,33.410636,36.514267
DAQ,Daqing,46.583333,125
DAR,Dar Es Salaam,-6.878111,39.202625
DAT,Datong,40.0603,113.482
DAU,Daru,-9.08676,143.208
DAV,David,8.391003,-82.434992
DAW,Rochester,43.2840556,-70.9292778
DAX,Dazhou,31.3,107.5
DAY,Dayton,39.902375,-84.219375
DBA,Dalbandin,28.8783,64.3998
DBB,Dabaa City,30.15,28.0833
DBD,Dhanbad,23.834044,86.425261
DBM,Debre Marqos,10.316667,37.733333
DBN,Dublin,32.3388,-82.591
DBO,Dubbo,-32.216667,148.574722
DBQ,Dubuque IA,42.402,-90.709472
DBT,Debre Tabor,11.966667,38
DBV,Dubrovnik,42.561353,18.268244
DCA,Washington,38.852083,-77.037722
DCF,Canefield,15.336719,-61.392211
DCI,Decimomannu,39.354222,8.972481
DCM,Castres,43.55625,2.289183
DCY,Daocheng,29.3231,100.0533
DDC,Dodge City,37.7634,-99.9656
DDG,Dandong,40.0255,124.2866
DEA,Dera Ghazi Khan,29.961011,70.485925
DEB,Debrecen,47.488917,21.615333
DEC,Decatur,39.834564,-88.865689
DED,Dehra Dun,30.189689,78.180256
DEE,Yuzhno-Kurilsk,43.5739,145.4107
DEL,Delhi,28.5665,77.103088
DEM,Dembidollo,8.554,34.858
DEN,Denver,39.861656,-104.673178
DES,Desroches,-5.696697,53.655844
DET,Detroit,42.409195,-83.009861
DEZ,Deire Zor,35.285374,40.175961
DFW,Dallas-Fort Worth,32.896828,-97.037997
DGA,Dangriga,16.966667,-88.216667
DGE,Mudgee,-32.5625,149.611
DGL,Douglas,31.3426028,-109.5064544
DGO,Durango,24.124194,-104.528014
DGT,Dumaguete,9.333714,123.300472
DHA,Dhahran,26.265417,50.152027
DHB,Deer Harbor,48.618397,-123.00596
DHG,Dhigurah,3.5939,72.8834
DHI,Dhangarhi,28.753333,80.581944
DHM,Kangra,32.1651,76.2634
DHN,Dothan,31.321339,-85.449628
DHR,De Kooy,52.923353,4.780625
DHT,Dalhart,36.022586,-102.547278
DIB,Dibrugarh,27.4839,95.0169
DIE,Antsiranana,-12.3494,49.291747
DIG,Shangri-La,27.7936,99.6772
DIJ,Dijon,47.26889,5.09
DIK,Dickinson,46.7975,-102.801944
DIL,Dili,-8.546553,125.524719
DIN,Dienbienphu,21.397481,103.007831
DIR,Dire Dawa,9.6247,41.854203
DIS,Loubomo,-4.2,12.7
DIU,Diu,20.7131,70.9211
DIW,Dickwella,5.966667,80.683333
DIY,Diyabakir,37.893897,40.201019
DJB,Jambi,-1.638017,103.644378
DJE,Djerba,33.875031,10.775461
DJG,Djanet,24.292767,9.452444
DJJ,Jayapura,-2.576953,140.516372
DJO,Daloa,6.792808,-6.473189
DKB,De Kalb,41.9338342,-88.7056864
DKI,Dunk Island,-17.939722,146.141944
DKK,Dunkirk,42.4933353,-79.2720417
DKR,Dakar,14.739708,-17.490225
DKS,Dikson,73.517807,80.379669
DKX,Knoxville,35.9638333,-83.8736667
DLA,Douala,4.006081,9.719481
DLC,Dalian,38.965667,121.5386
DLE,Dole,47.039014,5.42725
DLF,Del Rio,29.359486,-100.777975
DLG,Dillingham,59.044667,-158.5055
DLH,Duluth,46.842091,-92.193649
DLI,Dalat,11.75,108.367
DLL,Baraboo,43.5217843,-89.7709266
DLM,Dalaman,36.713056,28.7925
DLU,Dali,25.649444,100.319444
DLY,Dillon's Bay,-18.7694,169.001
DLZ,Dalanzadgad,43.5917,104.43
DMA,Tucson,32.166467,-110.883144
DMB,Dzhambul,42.853611,71.303611
DMD,Doomadgee,-17.9403,138.822
DME,Moscow,55.408611,37.906111
DMK,Bangkok,13.912583,100.60675
DMM,Dammam,26.471161,49.79789
DMT,Diamantino,-14.408889,-56.445833
DMU,Dimapur,25.8839,93.7711
DNA,Kadena,26.355612,127.767633
DND,Dundee,56.452499,-3.025833
DNH,Dunhuang,40.094,94.4818
DNK,Dnepropetrovsk,48.357222,35.100556
DNL,Augusta,33.4665028,-82.0393808
DNN,Dalton,34.7229444,-84.87025
DNP,Dang,28.111111,82.294167
DNR,Dinard,48.587683,-2.079958
DNV,Danville,40.1996944,-87.5955278
DNZ,Denizli,37.785567,29.701297
DOD,Dodoma,-6.170436,35.752578
DOE,Djoemoe,4.016667,-55.483333
DOG,Dongola,19.153867,30.430094
DOH,Doha,25.261125,51.565056
DOK,Donetsk,48.073611,37.739722
DOL,Deauville,49.365339,0.154306
DOM,Dominica,15.547028,-61.3
DOP,Dolpa,28.985718,82.819145
DOU,Dourados,-22.220833,-54.805833
DOV,Dover,39.129539,-75.465958
DOY,Dongying,37.2716,118.2819
DPA,West Chicago,41.907778,-88.248611
DPL,Dipolog,8.601261,123.334481
DPO,Devonport,-41.1697,146.43
DPS,Denpasar,-8.748169,115.167172
DQH,Douglas,31.4767385,-82.8605664
DRB,Derby,-17.39,123.68
DRG,Deering,66.0696,-162.766
DRI,Deridder,30.831722,-93.339917
DRJ,Drietabbetje,4.11667,-54.66667
DRK,Puntarenas,8.71889,-83.6417
DRM,Drummond Island,46.0093114,-83.7439342
DRO,Durango,37.151516,-107.75377
DRS,Dresden,51.132767,13.767161
DRT,Del Rio,29.374208,-100.927158
DRW,Darwin,-12.4083333,130.87266
DSA,"Doncaster, Sheffield",53.474722,-1.004444
DSD,Grande Anse,16.2969,-61.0844
DSE,Dessie,11.0825,39.7114
DSK,Dera Ismael Khan,31.909422,70.896639
DSM,Des Moines,41.533972,-93.663083
DSN,Dongsheng,39.85,110.033
DSO,Hamhung,39.747333,127.474611
DTA,Delta,39.3806386,-112.5077147
DTD,Datadawai-Borneo Island,0.717,116.483
DTI,Diamantina,-18.231944,-43.650278
DTM,Dortmund,51.518314,7.612242
DTS,Destin,30.4000611,-86.4714772
DTW,Detroit,42.212444,-83.353389
DUB,Dublin,53.421333,-6.270075
DUC,Duncan,34.4713056,-97.9598611
DUD,Dunedin,-45.928055,170.198333
DUE,Dundo,-7.40089,20.8185
DUG,Douglas,31.469028,-109.603667
DUH,Oudtshoorn,-33.606967,22.188978
DUJ,Du Bois,41.1783,-78.8987
DUM,Dumai,1.609194,101.433558
DUR,Durban,-29.970089,30.950519
DUS,Duesseldorf,51.289453,6.766775
DUT,Unalaska,53.900139,-166.5435
DUU,Ndutu,-3.0243398,34.9845059
DVA,Deva,45.5153,22.5813
DVD,Andavadoaka,-22.111111,43.270556
DVL,Devils Lake,48.114444,-98.908611
DVO,Davao,7.125522,125.645778
DVT,Phoenix ,33.4117,112.457
DWA,Davis-Woodland-Winters,38.5793889,-121.8569444
DWB,Soalala,-16.083,45.367
DWC,Dubai,24.55056,55.103174
DWD,Dawadmi,24.5,44.4
DWH,Houston,30.063746,-95.554276
DWS,Orlando,28.398,-81.57
DXB,Dubai,25.252778,55.364444
DXR,Danbury,41.3715353,-73.4821906
DYG,Dayong,29.1028,110.443
DYR,Anadyr,64.73495,177.741483
DYS,Abilene,32.420756,-99.8546
DYU,Dushanbe,38.543333,68.825
DZA,Dzaoudzi,-12.804722,45.281113
DZM,Dezmir,46.4643,23.4258
DZN,Zhezkazgan,47.708333,67.733333
E25,Wickenburg,33.96889877,-112.7990036
E51,Bagdad,34.5958528,-113.170195
E55,Gualala,38.8016111,-123.5306389
E63,Gila Bend,32.960169,-112.673636
E91,Chinle,36.1108806,-109.5754222
EAA,Eagle,64.778056,-141.149722
EAE,Sangafa,-17.0903,168.343
EAL,Elenak,9.083333,167.333333
EAM,Nejran,17.611436,44.419169
EAP,Mulhouse,47.589583,7.529914
EAR,Kearney,40.727,-99.0068
EAS,San Sebastian,43.356519,-1.790611
EAT,Wenatchee,47.398,-120.206
EAU,Eau Claire,44.8658,-91.4843
EBA,Marina Di Campo,42.760277,10.239445
EBB,Entebbe,0.042386,32.443503
EBD,El Obeid,13.153219,30.232675
